DATE,TIME
2020-01-04,10:02:10
2020-01-04,10:05:57
2020-01-04,10:14:33
2020-01-04,10:18:33
2020-01-04,10:19:35
2020-01-04,10:22:58
2020-01-04,10:24:02
2020-01-04,10:49:30
2020-01-04,10:52:09
2020-01-04,10:52:18
2020-01-04,11:07:36
2020-01-04,11:08:47
2020-01-04,11:09:23
2020-01-04,11:12:33
2020-01-04,11:17:41
2020-01-04,11:19:04
2020-01-04,11:24:32
2020-01-04,11:28:54
2020-01-04,11:29:48
2020-01-04,11:38:09
2020-01-04,11:39:57
2020-01-04,11:44:32
2020-01-04,11:53:55
2020-01-04,12:03:28
2020-01-04,12:17:31
2020-01-04,12:19:41
2020-01-04,12:30:09
2020-01-04,12:34:18
2020-01-04,12:35:20
2020-01-04,12:37:20
2020-01-04,12:41:58
2020-01-04,12:44:00
2020-01-04,13:07:33
2020-01-04,13:10:33
2020-01-04,13:11:37
2020-01-04,13:19:58
2020-01-04,13:23:36
2020-01-04,13:23:44
2020-01-04,13:40:39
2020-01-04,13:42:58
2020-01-04,13:47:36
2020-01-04,14:03:04
2020-01-04,14:05:12
2020-01-04,14:07:44
2020-01-04,14:09:27
2020-01-04,14:14:31
2020-01-04,14:15:13
2020-01-04,14:24:28
2020-01-04,14:30:39
2020-01-04,14:34:31
2020-01-04,14:37:07
2020-01-04,14:39:10
2020-01-04,14:41:05
2020-01-04,14:45:45
2020-01-04,14:47:05
2020-01-04,14:53:57
2020-01-04,14:55:01
2020-01-04,15:00:50
2020-01-04,15:05:07
2020-01-04,15:19:10
2020-01-04,15:27:09
2020-01-04,15:34:43
2020-01-04,15:37:30
2020-01-04,15:43:02
2020-01-04,15:44:44
2020-01-04,15:44:46
2020-01-04,15:50:06
2020-01-04,15:55:20
2020-01-04,15:56:03
2020-01-04,16:01:01
2020-01-04,16:04:01
2020-01-04,16:08:55
2020-01-04,16:10:44
2020-01-04,16:11:04
2020-01-04,16:15:46
2020-01-04,16:17:23
2020-01-04,16:20:04
2020-01-04,16:27:55
2020-01-04,16:31:38
2020-01-04,16:34:20
2020-01-04,16:39:48
2020-01-04,16:45:00
2020-01-04,16:50:17
2020-01-04,16:51:27
2020-01-04,16:52:38
2020-01-04,16:57:06
2020-01-05,09:02:49
2020-01-05,09:05:08
2020-01-05,09:06:43
2020-01-05,09:11:55
2020-01-05,09:13:32
2020-01-05,09:15:19
2020-01-05,09:17:20
2020-01-05,09:20:30
2020-01-05,09:21:27
2020-01-05,09:28:03
2020-01-05,09:33:55
2020-01-05,09:38:44
2020-01-05,09:46:23
2020-01-05,09:51:12
2020-01-05,09:51:42
2020-01-05,09:59:48
2020-01-05,09:59:57
2020-01-05,10:04:38
2020-01-05,10:07:51
2020-01-05,10:17:47
2020-01-05,10:19:58
2020-01-05,10:22:09
2020-01-05,10:22:57
2020-01-05,10:27:10
2020-01-05,10:31:13
2020-01-05,10:32:38
2020-01-05,10:35:32
2020-01-05,10:51:19
2020-01-05,10:54:21
2020-01-05,11:01:06
2020-01-05,11:07:42
2020-01-05,11:10:22
2020-01-05,11:17:28
2020-01-05,11:21:17
2020-01-05,11:21:34
2020-01-05,11:24:34
2020-01-05,11:24:50
2020-01-05,11:25:22
2020-01-05,11:27:57
2020-01-05,11:28:07
2020-01-05,11:29:31
2020-01-05,11:34:20
2020-01-05,11:37:04
2020-01-05,11:38:17
2020-01-05,11:46:28
2020-01-05,11:57:08
2020-01-05,12:02:56
2020-01-05,12:05:17
2020-01-05,12:06:45
2020-01-05,12:07:51
2020-01-05,12:08:26
2020-01-05,12:11:03
2020-01-05,12:13:46
2020-01-05,12:28:37
2020-01-05,12:32:35
2020-01-05,12:39:26
2020-01-05,12:41:46
2020-01-05,12:43:16
2020-01-05,12:43:52
2020-01-05,12:54:37
2020-01-05,13:03:55
2020-01-05,13:05:19
2020-01-05,13:17:11
2020-01-05,13:18:36
2020-01-05,13:24:36
2020-01-05,13:27:01
2020-01-05,13:32:11
2020-01-05,13:46:53
2020-01-05,13:47:16
2020-01-05,14:05:22
2020-01-05,14:08:26
2020-01-05,14:20:16
2020-01-05,14:22:33
2020-01-05,14:28:29
2020-01-05,14:29:15
2020-01-05,14:42:13
2020-01-05,14:48:05
2020-01-05,14:48:55
2020-01-05,14:49:33
2020-01-05,14:53:28
2020-01-05,14:56:25
2020-01-05,14:57:43
2020-01-05,15:00:33
2020-01-05,15:07:31
2020-01-05,15:10:04
2020-01-05,15:11:38
2020-01-05,15:23:24
2020-01-05,15:27:14
2020-01-05,15:45:38
2020-01-05,15:48:26
2020-01-05,15:58:26
2020-01-05,16:12:19
2020-01-05,16:12:50
2020-01-05,16:17:05
2020-01-05,16:17:09
2020-01-05,16:19:30
2020-01-05,16:21:58
2020-01-05,16:22:23
2020-01-05,16:25:18
2020-01-05,16:29:51
2020-01-05,16:29:57
2020-01-05,16:48:57
2020-01-06,09:10:44
2020-01-06,09:18:06
2020-01-06,09:18:44
2020-01-06,09:20:35
2020-01-06,09:26:16
2020-01-06,09:27:09
2020-01-06,09:29:10
2020-01-06,09:31:09
2020-01-06,09:40:40
2020-01-06,09:45:21
2020-01-06,09:54:48
2020-01-06,09:55:05
2020-01-06,09:55:57
2020-01-06,09:56:57
2020-01-06,09:57:06
2020-01-06,10:07:47
2020-01-06,10:08:12
2020-01-06,10:08:50
2020-01-06,10:13:18
2020-01-06,10:29:44
2020-01-06,10:36:47
2020-01-06,10:40:16
2020-01-06,10:49:50
2020-01-06,10:55:46
2020-01-06,11:02:48
2020-01-06,11:03:09
2020-01-06,11:14:16
2020-01-06,11:15:42
2020-01-06,11:19:36
2020-01-06,11:21:51
2020-01-06,11:24:45
2020-01-06,11:30:56
2020-01-06,11:35:59
2020-01-06,11:45:56
2020-01-06,11:47:52
2020-01-06,11:48:16
2020-01-06,11:52:38
2020-01-06,11:56:43
2020-01-06,11:56:51
2020-01-06,11:57:32
2020-01-06,11:59:43
2020-01-06,12:00:56
2020-01-06,12:05:16
2020-01-06,12:16:10
2020-01-06,12:17:37
2020-01-06,12:19:22
2020-01-06,12:22:39
2020-01-06,12:26:14
2020-01-06,12:30:29
2020-01-06,12:31:15
2020-01-06,12:34:57
2020-01-06,12:37:38
2020-01-06,12:49:46
2020-01-06,12:53:58
2020-01-06,13:11:11
2020-01-06,13:14:08
2020-01-06,13:19:31
2020-01-06,13:24:09
2020-01-06,13:24:55
2020-01-06,13:27:47
2020-01-06,13:40:28
2020-01-06,13:42:31
2020-01-06,13:43:33
2020-01-06,13:44:02
2020-01-06,13:45:58
2020-01-06,13:51:43
2020-01-06,13:55:34
2020-01-06,14:09:30
2020-01-06,14:10:21
2020-01-06,14:10:41
2020-01-06,14:14:16
2020-01-06,14:20:24
2020-01-06,14:40:58
2020-01-06,14:43:57
2020-01-06,14:44:19
2020-01-06,14:51:32
2020-01-06,14:52:55
2020-01-06,14:54:48
2020-01-06,14:59:41
2020-01-06,15:01:10
2020-01-06,15:04:54
2020-01-06,15:16:11
2020-01-06,15:16:59
2020-01-06,15:20:29
2020-01-06,15:22:17
2020-01-06,15:23:12
2020-01-06,15:45:39
2020-01-06,15:55:48
2020-01-06,15:57:44
2020-01-06,15:58:11
2020-01-06,16:00:11
2020-01-06,16:08:26
2020-01-06,16:11:41
2020-01-06,16:13:21
2020-01-06,16:17:02
2020-01-06,16:21:10
2020-01-06,16:22:03
2020-01-06,16:25:16
2020-01-06,16:27:21
2020-01-06,16:33:01
2020-01-06,16:39:47
2020-01-06,16:51:14
2020-01-06,16:59:37
2020-01-07,09:03:57
2020-01-07,09:25:36
2020-01-07,09:34:45
2020-01-07,09:35:15
2020-01-07,09:42:44
2020-01-07,09:49:49
2020-01-07,09:51:31
2020-01-07,09:52:09
2020-01-07,09:59:16
2020-01-07,10:06:36
2020-01-07,10:10:04
2020-01-07,10:17:05
2020-01-07,10:20:50
2020-01-07,10:22:31
2020-01-07,10:29:22
2020-01-07,10:37:49
2020-01-07,10:42:25
2020-01-07,10:56:11
2020-01-07,10:59:44
2020-01-07,11:06:47
2020-01-07,11:22:10
2020-01-07,11:25:45
2020-01-07,11:30:35
2020-01-07,11:33:22
2020-01-07,11:38:36
2020-01-07,11:40:49
2020-01-07,11:43:02
2020-01-07,11:43:34
2020-01-07,11:45:21
2020-01-07,11:49:03
2020-01-07,11:49:30
2020-01-07,11:50:14
2020-01-07,12:09:47
2020-01-07,12:14:10
2020-01-07,12:16:37
2020-01-07,12:17:17
2020-01-07,12:29:10
2020-01-07,12:31:07
2020-01-07,12:40:56
2020-01-07,12:42:04
2020-01-07,12:43:46
2020-01-07,12:46:23
2020-01-07,12:51:30
2020-01-07,13:11:48
2020-01-07,13:16:10
2020-01-07,13:17:11
2020-01-07,13:28:57
2020-01-07,13:33:44
2020-01-07,13:33:47
2020-01-07,13:47:27
2020-01-07,13:49:20
2020-01-07,13:55:23
2020-01-07,14:11:57
2020-01-07,14:21:24
2020-01-07,14:38:23
2020-01-07,14:43:09
2020-01-07,14:46:02
2020-01-07,14:46:03
2020-01-07,14:50:55
2020-01-07,14:56:55
2020-01-07,15:02:59
2020-01-07,15:06:44
2020-01-07,15:08:48
2020-01-07,15:10:44
2020-01-07,15:12:12
2020-01-07,15:13:55
2020-01-07,15:16:48
2020-01-07,15:18:09
2020-01-07,15:19:11
2020-01-07,15:20:55
2020-01-07,15:23:33
2020-01-07,15:24:45
2020-01-07,15:50:13
2020-01-07,15:53:09
2020-01-07,16:02:48
2020-01-07,16:04:12
2020-01-07,16:07:17
2020-01-07,16:09:26
2020-01-07,16:10:23
2020-01-07,16:16:18
2020-01-07,16:16:29
2020-01-07,16:17:09
2020-01-07,16:21:24
2020-01-07,16:23:45
2020-01-07,16:25:48
2020-01-07,16:29:01
2020-01-07,16:35:55
2020-01-07,16:39:38
2020-01-07,16:43:34
2020-01-07,16:44:29
2020-01-07,16:46:12
2020-01-07,16:47:47
2020-01-07,16:53:54
2020-01-07,16:53:59
2020-01-07,16:55:07
2020-01-07,16:59:10
2020-01-08,09:00:43
2020-01-08,09:02:58
2020-01-08,09:15:36
2020-01-08,09:23:28
2020-01-08,09:25:52
2020-01-08,09:26:28
2020-01-08,09:34:16
2020-01-08,09:38:05
2020-01-08,09:48:14
2020-01-08,09:48:30
2020-01-08,09:52:15
2020-01-08,09:57:17
2020-01-08,09:57:27
2020-01-08,10:02:02
2020-01-08,10:06:44
2020-01-08,10:10:48
2020-01-08,10:21:06
2020-01-08,10:21:49
2020-01-08,10:24:50
2020-01-08,10:26:34
2020-01-08,10:30:19
2020-01-08,10:35:12
2020-01-08,10:37:13
2020-01-08,10:43:40
2020-01-08,10:47:37
2020-01-08,10:52:36
2020-01-08,11:14:24
2020-01-08,11:15:02
2020-01-08,11:32:22
2020-01-08,11:43:25
2020-01-08,11:45:17
2020-01-08,11:48:02
2020-01-08,11:50:16
2020-01-08,11:52:10
2020-01-08,12:05:11
2020-01-08,12:09:33
2020-01-08,12:17:46
2020-01-08,12:18:14
2020-01-08,12:25:43
2020-01-08,12:27:49
2020-01-08,12:28:25
2020-01-08,12:34:13
2020-01-08,12:34:33
2020-01-08,12:46:02
2020-01-08,12:50:13
2020-01-08,12:59:29
2020-01-08,13:07:02
2020-01-08,13:08:47
2020-01-08,13:11:01
2020-01-08,13:11:05
2020-01-08,13:14:05
2020-01-08,13:22:09
2020-01-08,13:24:16
2020-01-08,13:28:56
2020-01-08,13:31:05
2020-01-08,13:32:56
2020-01-08,13:35:20
2020-01-08,13:36:28
2020-01-08,13:37:19
2020-01-08,13:40:51
2020-01-08,13:41:35
2020-01-08,13:43:43
2020-01-08,13:47:32
2020-01-08,13:49:10
2020-01-08,13:51:37
2020-01-08,13:57:31
2020-01-08,14:04:01
2020-01-08,14:18:10
2020-01-08,14:18:36
2020-01-08,14:31:59
2020-01-08,14:41:29
2020-01-08,14:42:36
2020-01-08,14:42:39
2020-01-08,14:51:32
2020-01-08,14:55:21
2020-01-08,14:57:20
2020-01-08,15:00:49
2020-01-08,15:05:47
2020-01-08,15:11:04
2020-01-08,15:15:56
2020-01-08,15:18:51
2020-01-08,15:25:38
2020-01-08,15:26:26
2020-01-08,15:28:37
2020-01-08,15:35:25
2020-01-08,15:41:03
2020-01-08,15:41:23
2020-01-08,15:44:45
2020-01-08,15:49:27
2020-01-08,15:54:49
2020-01-08,15:54:51
2020-01-08,16:02:14
2020-01-08,16:16:02
2020-01-08,16:16:47
2020-01-08,16:19:40
2020-01-08,16:46:57
2020-01-08,16:48:59
2020-01-08,16:51:55
2020-01-08,16:55:27
2020-01-09,09:00:39
2020-01-09,09:05:12
2020-01-09,09:08:32
2020-01-09,09:24:51
2020-01-09,09:28:55
2020-01-09,09:33:07
2020-01-09,09:36:26
2020-01-09,09:37:30
2020-01-09,09:37:37
2020-01-09,09:41:12
2020-01-09,09:43:38
2020-01-09,09:53:06
2020-01-09,09:57:21
2020-01-09,09:58:27
2020-01-09,10:04:48
2020-01-09,10:05:54
2020-01-09,10:07:38
2020-01-09,10:08:49
2020-01-09,10:12:47
2020-01-09,10:14:04
2020-01-09,10:14:09
2020-01-09,10:18:52
2020-01-09,10:19:14
2020-01-09,10:20:37
2020-01-09,10:24:49
2020-01-09,10:28:43
2020-01-09,10:29:02
2020-01-09,10:42:47
2020-01-09,10:51:06
2020-01-09,10:53:40
2020-01-09,10:56:55
2020-01-09,10:57:48
2020-01-09,11:03:45
2020-01-09,11:05:24
2020-01-09,11:05:51
2020-01-09,11:17:57
2020-01-09,11:18:34
2020-01-09,11:21:52
2020-01-09,11:38:15
2020-01-09,11:42:06
2020-01-09,11:42:41
2020-01-09,11:44:36
2020-01-09,11:46:55
2020-01-09,11:48:04
2020-01-09,11:53:40
2020-01-09,11:59:45
2020-01-09,12:04:19
2020-01-09,12:14:13
2020-01-09,12:14:18
2020-01-09,12:43:13
2020-01-09,12:43:58
2020-01-09,12:46:45
2020-01-09,12:49:08
2020-01-09,12:49:21
2020-01-09,12:57:06
2020-01-09,12:58:34
2020-01-09,13:04:40
2020-01-09,13:04:54
2020-01-09,13:12:30
2020-01-09,13:20:49
2020-01-09,13:22:46
2020-01-09,13:31:23
2020-01-09,13:33:24
2020-01-09,13:36:03
2020-01-09,13:36:32
2020-01-09,13:37:59
2020-01-09,13:38:30
2020-01-09,13:41:59
2020-01-09,13:48:50
2020-01-09,13:52:48
2020-01-09,14:04:05
2020-01-09,14:08:48
2020-01-09,14:09:08
2020-01-09,14:10:07
2020-01-09,14:12:51
2020-01-09,14:13:29
2020-01-09,14:14:11
2020-01-09,14:15:18
2020-01-09,14:23:46
2020-01-09,14:26:27
2020-01-09,14:27:17
2020-01-09,14:28:09
2020-01-09,14:35:18
2020-01-09,14:38:44
2020-01-09,14:45:52
2020-01-09,14:46:23
2020-01-09,14:46:51
2020-01-09,14:48:54
2020-01-09,14:54:55
2020-01-09,14:57:14
2020-01-09,15:02:57
2020-01-09,15:07:02
2020-01-09,15:13:34
2020-01-09,15:16:41
2020-01-09,15:20:44
2020-01-09,15:26:56
2020-01-09,15:41:20
2020-01-09,15:42:14
2020-01-09,15:50:14
2020-01-09,15:54:08
2020-01-09,16:00:24
2020-01-09,16:00:39
2020-01-09,16:09:02
2020-01-09,16:11:27
2020-01-09,16:14:00
2020-01-09,16:24:35
2020-01-09,16:38:53
2020-01-09,16:40:20
2020-01-09,16:51:01
2020-01-09,16:53:39
2020-01-09,16:54:35
2020-01-09,16:55:12
2020-01-10,09:15:05
2020-01-10,09:15:58
2020-01-10,09:23:35
2020-01-10,09:27:27
2020-01-10,09:30:04
2020-01-10,09:30:51
2020-01-10,09:38:49
2020-01-10,09:44:05
2020-01-10,09:53:03
2020-01-10,09:53:08
2020-01-10,09:57:39
2020-01-10,09:59:55
2020-01-10,10:02:36
2020-01-10,10:03:43
2020-01-10,10:09:17
2020-01-10,10:11:20
2020-01-10,10:11:59
2020-01-10,10:13:34
2020-01-10,10:18:21
2020-01-10,10:19:16
2020-01-10,10:32:19
2020-01-10,10:32:44
2020-01-10,10:34:31
2020-01-10,10:49:00
2020-01-10,10:49:07
2020-01-10,11:00:27
2020-01-10,11:03:40
2020-01-10,11:03:51
2020-01-10,11:04:39
2020-01-10,11:05:56
2020-01-10,11:12:46
2020-01-10,11:14:07
2020-01-10,11:18:46
2020-01-10,11:22:20
2020-01-10,11:24:13
2020-01-10,11:32:08
2020-01-10,11:32:59
2020-01-10,11:34:33
2020-01-10,11:38:39
2020-01-10,11:41:27
2020-01-10,11:49:49
2020-01-10,11:56:34
2020-01-10,11:56:52
2020-01-10,12:06:12
2020-01-10,12:06:21
2020-01-10,12:08:42
2020-01-10,12:13:06
2020-01-10,12:13:28
2020-01-10,12:22:40
2020-01-10,12:25:20
2020-01-10,12:28:51
2020-01-10,12:33:01
2020-01-10,12:34:00
2020-01-10,12:34:09
2020-01-10,12:56:06
2020-01-10,13:01:26
2020-01-10,13:02:04
2020-01-10,13:14:44
2020-01-10,13:15:15
2020-01-10,13:20:23
2020-01-10,13:23:21
2020-01-10,13:25:26
2020-01-10,13:29:43
2020-01-10,13:29:54
2020-01-10,13:34:51
2020-01-10,13:41:38
2020-01-10,13:47:58
2020-01-10,13:53:37
2020-01-10,14:06:00
2020-01-10,14:11:11
2020-01-10,14:15:22
2020-01-10,14:35:37
2020-01-10,14:37:47
2020-01-10,14:39:32
2020-01-10,14:43:36
2020-01-10,14:45:49
2020-01-10,14:47:14
2020-01-10,14:48:11
2020-01-10,14:49:36
2020-01-10,14:50:15
2020-01-10,14:58:28
2020-01-10,15:03:11
2020-01-10,15:07:16
2020-01-10,15:13:55
2020-01-10,15:22:40
2020-01-10,15:29:56
2020-01-10,15:37:23
2020-01-10,15:42:39
2020-01-10,15:42:50
2020-01-10,15:45:42
2020-01-10,15:48:53
2020-01-10,15:49:13
2020-01-10,15:50:50
2020-01-10,15:52:46
2020-01-10,15:54:39
2020-01-10,16:08:58
2020-01-10,16:09:58
2020-01-10,16:15:17
2020-01-10,16:20:49
2020-01-10,16:31:06
2020-01-10,16:31:23
2020-01-10,16:33:17
2020-01-10,16:35:09
2020-01-10,16:45:00
2020-01-10,16:45:15
2020-01-10,16:51:58
2020-01-10,16:52:16
2020-01-11,09:01:12
2020-01-11,09:03:57
2020-01-11,09:09:16
2020-01-11,09:13:14
2020-01-11,09:15:08
2020-01-11,09:15:33
2020-01-11,09:18:09
2020-01-11,09:18:49
2020-01-11,09:19:02
2020-01-11,09:22:47
2020-01-11,09:30:56
2020-01-11,09:46:45
2020-01-11,09:55:43
2020-01-11,09:58:52
2020-01-11,10:00:41
2020-01-11,10:03:39
2020-01-11,10:11:18
2020-01-11,10:14:06
2020-01-11,10:15:29
2020-01-11,10:16:46
2020-01-11,10:19:50
2020-01-11,10:36:45
2020-01-11,10:38:06
2020-01-11,10:41:55
2020-01-11,10:42:03
2020-01-11,10:53:34
2020-01-11,10:59:43
2020-01-11,11:02:51
2020-01-11,11:03:42
2020-01-11,11:04:46
2020-01-11,11:08:07
2020-01-11,11:10:26
2020-01-11,11:11:44
2020-01-11,11:18:32
2020-01-11,11:23:38
2020-01-11,11:24:44
2020-01-11,11:32:07
2020-01-11,11:34:31
2020-01-11,11:35:07
2020-01-11,11:40:46
2020-01-11,11:51:26
2020-01-11,12:03:39
2020-01-11,12:27:02
2020-01-11,12:29:36
2020-01-11,12:38:05
2020-01-11,12:44:14
2020-01-11,12:50:54
2020-01-11,12:53:00
2020-01-11,12:54:31
2020-01-11,12:55:33
2020-01-11,12:58:30
2020-01-11,13:00:00
2020-01-11,13:05:44
2020-01-11,13:08:20
2020-01-11,13:20:33
2020-01-11,13:26:20
2020-01-11,13:27:54
2020-01-11,13:45:10
2020-01-11,14:07:01
2020-01-11,14:15:26
2020-01-11,14:17:55
2020-01-11,14:31:02
2020-01-11,14:31:41
2020-01-11,14:33:04
2020-01-11,14:37:16
2020-01-11,14:40:13
2020-01-11,14:48:35
2020-01-11,14:49:14
2020-01-11,14:51:03
2020-01-11,15:10:37
2020-01-11,15:10:42
2020-01-11,15:10:53
2020-01-11,15:15:28
2020-01-11,15:17:13
2020-01-11,15:17:39
2020-01-11,15:20:18
2020-01-11,15:20:59
