DATE,TIME
2020-01-05,10:34:00
2020-01-05,10:36:03
2020-01-05,10:38:52
2020-01-05,10:40:45
2020-01-05,10:44:51
2020-01-05,10:45:23
2020-01-05,11:01:49
2020-01-05,11:03:29
2020-01-05,11:06:40
2020-01-05,11:07:55
2020-01-05,11:07:59
2020-01-05,11:12:21
2020-01-05,11:12:38
2020-01-05,11:19:17
2020-01-05,11:24:16
2020-01-05,11:26:32
2020-01-05,11:28:48
2020-01-05,11:39:30
2020-01-05,11:40:10
2020-01-05,11:48:49
2020-01-05,12:00:14
2020-01-05,12:04:40
2020-01-05,12:08:00
2020-01-05,12:16:33
2020-01-05,12:23:54
2020-01-05,12:25:03
2020-01-05,12:32:38
2020-01-05,12:35:32
2020-01-05,12:44:51
2020-01-05,12:47:03
2020-01-05,12:51:08
2020-01-05,12:52:11
2020-01-05,12:54:25
2020-01-05,13:00:25
2020-01-05,13:05:30
2020-01-05,13:12:29
2020-01-05,13:14:11
2020-01-05,13:17:54
2020-01-05,13:21:21
2020-01-05,13:27:46
2020-01-05,13:31:20
2020-01-05,13:33:26
2020-01-05,13:37:06
2020-01-05,13:46:50
2020-01-05,13:48:01
2020-01-05,13:56:03
2020-01-05,13:57:24
2020-01-05,13:58:46
2020-01-05,14:02:52
2020-01-05,14:05:48
2020-01-05,14:13:20
2020-01-05,14:13:48
2020-01-05,14:14:58
2020-01-05,14:18:08
2020-01-05,14:20:42
2020-01-05,14:20:50
2020-01-05,14:30:10
2020-01-05,14:32:17
2020-01-05,14:33:03
2020-01-05,14:36:19
2020-01-05,14:38:41
2020-01-05,14:44:18
2020-01-05,14:45:48
2020-01-05,14:53:36
2020-01-05,14:54:13
2020-01-05,14:56:22
2020-01-05,14:58:00
2020-01-05,15:01:31
2020-01-05,15:34:34
2020-01-05,15:45:09
2020-01-05,15:45:23
2020-01-05,15:54:58
2020-01-05,15:57:42
2020-01-05,16:04:07
2020-01-05,16:13:05
2020-01-05,16:15:54
2020-01-05,16:16:44
2020-01-05,16:19:40
2020-01-05,16:31:23
2020-01-05,16:38:23
2020-01-05,16:43:35
2020-01-05,16:46:54
2020-01-05,16:49:25
2020-01-05,16:52:10
2020-01-05,16:52:27
2020-01-05,16:53:42
2020-01-05,16:54:40
2020-01-05,16:57:33
2020-01-05,16:59:54
2020-01-06,09:00:18
2020-01-06,09:00:40
2020-01-06,09:04:54
2020-01-06,09:05:23
2020-01-06,09:06:40
2020-01-06,09:06:44
2020-01-06,09:13:07
2020-01-06,09:27:40
2020-01-06,09:28:14
2020-01-06,09:35:34
2020-01-06,09:40:34
2020-01-06,09:41:55
2020-01-06,09:44:27
2020-01-06,09:44:46
2020-01-06,09:44:49
2020-01-06,09:45:57
2020-01-06,09:51:54
2020-01-06,09:52:17
2020-01-06,09:53:44
2020-01-06,09:54:28
2020-01-06,09:58:02
2020-01-06,09:58:05
2020-01-06,10:04:12
2020-01-06,10:08:49
2020-01-06,10:11:15
2020-01-06,10:13:25
2020-01-06,10:16:11
2020-01-06,10:17:04
2020-01-06,10:22:54
2020-01-06,10:25:49
2020-01-06,10:33:17
2020-01-06,10:33:35
2020-01-06,10:41:42
2020-01-06,10:42:13
2020-01-06,10:45:40
2020-01-06,10:50:36
2020-01-06,10:57:45
2020-01-06,11:00:04
2020-01-06,11:08:02
2020-01-06,11:18:34
2020-01-06,11:19:43
2020-01-06,11:21:12
2020-01-06,11:26:43
2020-01-06,11:27:49
2020-01-06,11:35:03
2020-01-06,11:38:02
2020-01-06,11:41:51
2020-01-06,11:49:27
2020-01-06,11:52:09
2020-01-06,11:52:43
2020-01-06,11:53:01
2020-01-06,11:56:01
2020-01-06,12:04:49
2020-01-06,12:05:58
2020-01-06,12:06:42
2020-01-06,12:09:43
2020-01-06,12:10:11
2020-01-06,12:11:21
2020-01-06,12:17:06
2020-01-06,12:21:22
2020-01-06,12:22:24
2020-01-06,12:23:36
2020-01-06,12:27:02
2020-01-06,12:27:42
2020-01-06,12:27:44
2020-01-06,12:36:00
2020-01-06,12:40:51
2020-01-06,12:42:44
2020-01-06,12:43:20
2020-01-06,12:52:31
2020-01-06,12:54:12
2020-01-06,12:54:53
2020-01-06,12:55:33
2020-01-06,13:05:13
2020-01-06,13:07:25
2020-01-06,13:08:37
2020-01-06,13:11:53
2020-01-06,13:12:38
2020-01-06,13:13:26
2020-01-06,13:24:12
2020-01-06,13:37:45
2020-01-06,13:40:10
2020-01-06,13:42:09
2020-01-06,13:43:36
2020-01-06,13:48:43
2020-01-06,13:59:14
2020-01-06,14:11:18
2020-01-06,14:11:43
2020-01-06,14:12:31
2020-01-06,14:19:35
2020-01-06,14:20:26
2020-01-06,14:23:46
2020-01-06,14:24:42
2020-01-06,14:34:30
2020-01-06,14:37:47
2020-01-06,14:43:31
2020-01-06,14:45:51
2020-01-06,14:46:22
2020-01-06,14:51:23
2020-01-06,14:51:50
2020-01-06,14:59:15
2020-01-06,15:06:26
2020-01-06,15:17:00
2020-01-06,15:25:56
2020-01-06,15:35:26
2020-01-06,15:36:15
2020-01-06,15:42:39
2020-01-06,15:45:40
2020-01-06,15:46:39
2020-01-06,15:50:33
2020-01-06,15:50:58
2020-01-06,15:53:35
2020-01-06,15:54:03
2020-01-06,15:54:12
2020-01-06,16:02:31
2020-01-06,16:29:53
2020-01-06,16:34:30
2020-01-06,16:44:45
2020-01-07,09:05:49
2020-01-07,09:08:06
2020-01-07,09:14:51
2020-01-07,09:21:15
2020-01-07,09:22:51
2020-01-07,09:23:11
2020-01-07,09:25:59
2020-01-07,09:27:20
2020-01-07,09:31:58
2020-01-07,09:35:06
2020-01-07,09:36:22
2020-01-07,09:37:57
2020-01-07,09:40:16
2020-01-07,09:41:09
2020-01-07,09:45:46
2020-01-07,09:46:46
2020-01-07,09:51:36
2020-01-07,09:54:30
2020-01-07,10:00:06
2020-01-07,10:01:37
2020-01-07,10:05:51
2020-01-07,10:08:46
2020-01-07,10:15:47
2020-01-07,10:17:54
2020-01-07,10:19:55
2020-01-07,10:23:20
2020-01-07,10:32:56
2020-01-07,10:34:09
2020-01-07,10:40:02
2020-01-07,10:40:21
2020-01-07,10:42:45
2020-01-07,10:49:15
2020-01-07,10:50:19
2020-01-07,10:54:54
2020-01-07,11:03:31
2020-01-07,11:09:58
2020-01-07,11:11:07
2020-01-07,11:13:45
2020-01-07,11:16:38
2020-01-07,11:21:27
2020-01-07,11:21:32
2020-01-07,11:24:23
2020-01-07,11:32:03
2020-01-07,11:32:10
2020-01-07,11:34:42
2020-01-07,11:37:48
2020-01-07,11:43:05
2020-01-07,11:43:59
2020-01-07,11:48:36
2020-01-07,11:49:11
2020-01-07,11:50:04
2020-01-07,11:58:21
2020-01-07,12:09:34
2020-01-07,12:13:31
2020-01-07,12:14:47
2020-01-07,12:19:12
2020-01-07,12:20:01
2020-01-07,12:35:40
2020-01-07,12:36:14
2020-01-07,12:38:07
2020-01-07,12:44:33
2020-01-07,12:47:00
2020-01-07,12:48:47
2020-01-07,12:50:56
2020-01-07,12:55:40
2020-01-07,13:00:19
2020-01-07,13:12:57
2020-01-07,13:14:56
2020-01-07,13:19:34
2020-01-07,13:20:22
2020-01-07,13:22:27
2020-01-07,13:27:02
2020-01-07,13:36:11
2020-01-07,13:42:42
2020-01-07,13:43:50
2020-01-07,13:44:08
2020-01-07,13:44:30
2020-01-07,13:46:49
2020-01-07,13:47:07
2020-01-07,13:53:39
2020-01-07,13:54:07
2020-01-07,13:57:43
2020-01-07,13:59:41
2020-01-07,14:00:25
2020-01-07,14:06:08
2020-01-07,14:08:34
2020-01-07,14:15:08
2020-01-07,14:17:21
2020-01-07,14:18:08
2020-01-07,14:22:05
2020-01-07,14:22:07
2020-01-07,14:36:34
2020-01-07,14:38:13
2020-01-07,14:43:16
2020-01-07,14:50:00
2020-01-07,14:50:18
2020-01-07,14:54:28
2020-01-07,14:58:16
2020-01-07,15:00:01
2020-01-07,15:06:29
2020-01-07,15:07:19
2020-01-07,15:12:09
2020-01-07,15:13:04
2020-01-07,15:21:10
2020-01-07,15:21:22
2020-01-07,15:22:42
2020-01-07,15:30:48
2020-01-07,15:32:43
2020-01-07,15:40:32
2020-01-07,15:42:03
2020-01-07,15:42:12
2020-01-07,15:43:31
2020-01-07,15:44:16
2020-01-07,15:48:15
2020-01-07,15:51:29
2020-01-07,15:51:54
2020-01-07,16:06:48
2020-01-07,16:09:23
2020-01-07,16:10:10
2020-01-07,16:12:56
2020-01-07,16:20:48
2020-01-07,16:22:22
2020-01-07,16:24:36
2020-01-07,16:25:30
2020-01-07,16:25:48
2020-01-07,16:26:41
2020-01-07,16:28:28
2020-01-07,16:31:43
2020-01-07,16:34:00
2020-01-07,16:40:30
2020-01-07,16:47:34
2020-01-07,16:53:30
2020-01-08,09:08:19
2020-01-08,09:11:55
2020-01-08,09:20:01
2020-01-08,09:24:11
2020-01-08,09:27:15
2020-01-08,09:30:57
2020-01-08,09:31:18
2020-01-08,09:32:32
2020-01-08,09:43:58
2020-01-08,09:45:01
2020-01-08,09:45:50
2020-01-08,09:49:19
2020-01-08,09:58:39
2020-01-08,10:03:30
2020-01-08,10:04:00
2020-01-08,10:14:16
2020-01-08,10:20:40
2020-01-08,10:23:22
2020-01-08,10:23:38
2020-01-08,10:24:53
2020-01-08,10:26:18
2020-01-08,10:30:36
2020-01-08,10:31:13
2020-01-08,10:38:20
2020-01-08,10:46:32
2020-01-08,11:05:19
2020-01-08,11:05:24
2020-01-08,11:05:34
2020-01-08,11:10:32
2020-01-08,11:11:29
2020-01-08,11:13:23
2020-01-08,11:17:31
2020-01-08,11:19:39
2020-01-08,11:24:44
2020-01-08,11:32:49
2020-01-08,11:33:29
2020-01-08,11:38:56
2020-01-08,11:42:26
2020-01-08,11:44:02
2020-01-08,11:45:31
2020-01-08,11:46:04
2020-01-08,11:46:47
2020-01-08,11:55:20
2020-01-08,11:57:13
2020-01-08,12:01:41
2020-01-08,12:10:07
2020-01-08,12:10:28
2020-01-08,12:12:20
2020-01-08,12:15:40
2020-01-08,12:17:55
2020-01-08,12:18:59
2020-01-08,12:19:16
2020-01-08,12:23:30
2020-01-08,12:26:06
2020-01-08,12:43:08
2020-01-08,12:43:17
2020-01-08,12:56:39
2020-01-08,13:10:56
2020-01-08,13:16:39
2020-01-08,13:19:32
2020-01-08,13:20:11
2020-01-08,13:27:15
2020-01-08,13:31:24
2020-01-08,13:32:38
2020-01-08,13:37:12
2020-01-08,13:37:42
2020-01-08,13:43:59
2020-01-08,13:46:09
2020-01-08,13:46:20
2020-01-08,13:50:04
2020-01-08,13:51:18
2020-01-08,13:55:20
2020-01-08,13:59:28
2020-01-08,14:01:25
2020-01-08,14:02:25
2020-01-08,14:02:36
2020-01-08,14:05:03
2020-01-08,14:05:15
2020-01-08,14:08:39
2020-01-08,14:17:50
2020-01-08,14:21:48
2020-01-08,14:30:32
2020-01-08,14:31:37
2020-01-08,14:34:01
2020-01-08,14:40:01
2020-01-08,14:40:24
2020-01-08,14:47:01
2020-01-08,14:50:32
2020-01-08,14:54:14
2020-01-08,14:56:49
2020-01-08,14:57:55
2020-01-08,15:00:31
2020-01-08,15:01:30
2020-01-08,15:07:49
2020-01-08,15:08:17
2020-01-08,15:13:03
2020-01-08,15:14:11
2020-01-08,15:20:19
2020-01-08,15:26:50
2020-01-08,15:33:08
2020-01-08,15:38:30
2020-01-08,15:38:37
2020-01-08,15:44:13
2020-01-08,15:45:34
2020-01-08,15:46:57
2020-01-08,15:47:17
2020-01-08,15:48:03
2020-01-08,15:50:32
2020-01-08,16:09:23
2020-01-08,16:13:49
2020-01-08,16:17:10
2020-01-08,16:31:04
2020-01-08,16:43:24
2020-01-08,16:43:26
2020-01-08,16:52:06
2020-01-09,09:06:30
2020-01-09,09:09:38
2020-01-09,09:11:05
2020-01-09,09:15:33
2020-01-09,09:19:02
2020-01-09,09:22:37
2020-01-09,09:28:00
2020-01-09,09:28:01
2020-01-09,09:35:44
2020-01-09,09:35:48
2020-01-09,09:36:42
2020-01-09,09:41:37
2020-01-09,09:52:50
2020-01-09,09:54:45
2020-01-09,09:54:49
2020-01-09,09:55:45
2020-01-09,09:56:40
2020-01-09,09:57:04
2020-01-09,09:58:13
2020-01-09,10:04:06
2020-01-09,10:05:36
2020-01-09,10:09:29
2020-01-09,10:13:54
2020-01-09,10:17:38
2020-01-09,10:19:22
2020-01-09,10:19:35
2020-01-09,10:19:53
2020-01-09,10:23:22
2020-01-09,10:24:26
2020-01-09,10:25:06
2020-01-09,10:27:52
2020-01-09,10:28:06
2020-01-09,10:28:38
2020-01-09,10:34:23
2020-01-09,10:34:45
2020-01-09,10:37:52
2020-01-09,10:47:13
2020-01-09,10:54:41
2020-01-09,10:56:38
2020-01-09,10:58:35
2020-01-09,11:03:06
2020-01-09,11:12:04
2020-01-09,11:15:57
2020-01-09,11:18:00
2020-01-09,11:20:37
2020-01-09,11:23:59
2020-01-09,11:26:07
2020-01-09,11:52:25
2020-01-09,11:56:28
2020-01-09,11:58:58
2020-01-09,12:01:06
2020-01-09,12:07:15
2020-01-09,12:24:31
2020-01-09,12:29:46
2020-01-09,12:31:16
2020-01-09,12:31:33
2020-01-09,12:34:58
2020-01-09,12:40:22
2020-01-09,12:48:24
2020-01-09,12:53:29
2020-01-09,12:55:46
2020-01-09,12:58:55
2020-01-09,13:01:16
2020-01-09,13:14:12
2020-01-09,13:15:35
2020-01-09,13:19:26
2020-01-09,13:24:36
2020-01-09,13:25:59
2020-01-09,13:35:20
2020-01-09,13:40:51
2020-01-09,13:41:03
2020-01-09,13:50:41
2020-01-09,13:55:24
2020-01-09,13:59:32
2020-01-09,14:01:43
2020-01-09,14:02:16
2020-01-09,14:05:09
2020-01-09,14:05:19
2020-01-09,14:09:54
2020-01-09,14:10:13
2020-01-09,14:21:44
2020-01-09,14:36:37
2020-01-09,14:40:21
2020-01-09,14:40:31
2020-01-09,14:43:04
2020-01-09,14:49:41
2020-01-09,14:52:59
2020-01-09,14:57:49
2020-01-09,15:01:10
2020-01-09,15:02:52
2020-01-09,15:03:14
2020-01-09,15:15:55
2020-01-09,15:18:45
2020-01-09,15:19:54
2020-01-09,15:20:59
2020-01-09,15:25:23
2020-01-09,15:28:03
2020-01-09,15:31:39
2020-01-09,15:32:14
2020-01-09,15:43:53
2020-01-09,15:55:32
2020-01-09,16:02:23
2020-01-09,16:02:35
2020-01-09,16:03:40
2020-01-09,16:06:18
2020-01-09,16:11:23
2020-01-09,16:13:24
2020-01-09,16:13:25
2020-01-09,16:21:54
2020-01-09,16:25:20
2020-01-09,16:31:01
2020-01-09,16:31:41
2020-01-09,16:32:28
2020-01-09,16:38:04
2020-01-09,16:39:19
2020-01-09,16:39:57
2020-01-09,16:40:14
2020-01-09,16:50:10
2020-01-09,16:50:37
2020-01-09,16:54:27
2020-01-09,16:58:18
2020-01-10,09:04:01
2020-01-10,09:05:33
2020-01-10,09:16:35
2020-01-10,09:20:54
2020-01-10,09:22:11
2020-01-10,09:31:18
2020-01-10,09:36:04
2020-01-10,09:45:28
2020-01-10,09:48:43
2020-01-10,09:51:36
2020-01-10,10:00:07
2020-01-10,10:00:45
2020-01-10,10:15:24
2020-01-10,10:17:40
2020-01-10,10:18:15
2020-01-10,10:20:28
2020-01-10,10:23:22
2020-01-10,10:31:34
2020-01-10,10:36:52
2020-01-10,10:37:14
2020-01-10,10:44:01
2020-01-10,10:46:23
2020-01-10,10:49:17
2020-01-10,10:51:10
2020-01-10,10:55:32
2020-01-10,11:02:10
2020-01-10,11:04:02
2020-01-10,11:09:40
2020-01-10,11:15:13
2020-01-10,11:16:49
2020-01-10,11:22:24
2020-01-10,11:23:05
2020-01-10,11:29:55
2020-01-10,11:35:59
2020-01-10,11:38:03
2020-01-10,11:42:04
2020-01-10,11:42:35
2020-01-10,11:47:25
2020-01-10,11:59:25
2020-01-10,12:08:17
2020-01-10,12:11:59
2020-01-10,12:19:41
2020-01-10,12:35:13
2020-01-10,12:54:26
2020-01-10,13:00:17
2020-01-10,13:04:45
2020-01-10,13:05:55
2020-01-10,13:09:34
2020-01-10,13:09:48
2020-01-10,13:12:12
2020-01-10,13:12:59
2020-01-10,13:18:45
2020-01-10,13:26:52
2020-01-10,13:27:01
2020-01-10,13:28:33
2020-01-10,13:32:01
2020-01-10,13:36:59
2020-01-10,13:40:01
2020-01-10,13:41:05
2020-01-10,13:44:07
2020-01-10,13:46:40
2020-01-10,13:48:50
2020-01-10,13:50:13
